name	size	floor	ceiling	meandate	accuracy	features	regularization	i
detectivemodels34	160	1760	1989	1916	0.903125	3000	0.01	34
detectivemodels35	160	1760	1989	1918	0.925	4200	0.001	35
detectivemodels36	160	1777	1989	1917	0.896875	5600	0.1	36
detectivemodels37	160	1760	1989	1918	0.890625	4800	0.001	37
detectivemodels38	160	1764	1989	1918	0.9	2200	0.01	38
detectivemodels39	160	1760	1989	1921	0.925	3600	0.01	39
detectivemodels40	160	1761	1989	1920	0.871875	4400	0.001	40
detectivemodels41	160	1761	1989	1919	0.88125	3000	0.001	41
detectivemodels42	160	1760	1989	1921	0.921875	4200	0.1	42
detectivemodels43	160	1760	1989	1921	0.9	5000	0.01	43
detectivemodels44	160	1761	1989	1915	0.878125	3000	0.001	44
detectivemodels45	160	1777	1989	1919	0.8875	3200	0.01	45
detectivemodels46	160	1760	1989	1917	0.9125	5400	0.001	46
detectivemodels47	160	1760	1989	1916	0.9125	1200	0.1	47
detectivemodels48	160	1777	1989	1922	0.903125	1800	0.01	48
detectivemodels49	160	1764	1989	1921	0.90625	2000	0.1	49
detectivemodels50	160	1760	1989	1917	0.884375	3400	0.001	50
detectivemodels51	160	1760	1989	1920	0.903125	3800	0.1	51
detectivemodels52	160	1760	1989	1917	0.896875	3600	1	52
detectivemodels53	160	1761	1989	1921	0.875	1400	0.01	53
detectivemodels54	160	1760	1989	1918	0.934375	4200	0.01	54
detectivemodels55	160	1760	1989	1917	0.875	5600	0.001	55
detectivemodels56	160	1780	1989	1920	0.884375	2400	0.01	56
detectivemodels57	160	1764	1989	1921	0.875	4400	0.001	57
detectivemodels58	160	1761	1989	1917	0.89375	2800	1	58
detectivemodels59	160	1760	1989	1920	0.903125	2400	0.01	59
detectivemodels60	160	1764	1989	1920	0.915625	3200	0.01	60
detectivemodels61	160	1777	1989	1921	0.9	1200	0.1	61
detectivemodels62	160	1761	1989	1917	0.90625	3200	0.1	62
detectivemodels63	160	1760	1989	1919	0.915625	3800	0.01	63
detectivemodels64	160	1777	1989	1918	0.890625	5800	0.01	64
detectivemodels65	160	1761	1989	1917	0.8875	3200	0.01	65
detectivemodels66	160	1760	1989	1919	0.8875	4400	0.1	66
detectivemodels67	160	1760	1989	1918	0.896875	4400	0.001	67
detectivemodels68	160	1761	1989	1922	0.9	2200	10	68
detectivemodels69	160	1760	1989	1921	0.8875	4000	0.01	69
detectivemodels70	160	1764	1989	1920	0.88125	3600	1	70
detectivemodels71	160	1761	1989	1919	0.9	6400	0.01	71
detectivemodels72	160	1760	1989	1918	0.89375	5200	0.001	72
detectivemodels73	160	1760	1989	1917	0.89375	4000	0.1	73
detectivemodels74	160	1764	1989	1918	0.903125	3000	0.01	74
detectivemodels75	160	1777	1989	1919	0.890625	2000	0.01	75
detectivemodels76	160	1764	1989	1921	0.89375	4200	1	76
detectivemodels77	160	1764	1989	1920	0.896875	6400	0.01	77
detectivemodels78	160	1761	1989	1922	0.8875	4000	1	78
detectivemodels79	160	1761	1989	1916	0.8875	2400	0.01	79
detectivemodels80	160	1760	1989	1917	0.890625	4200	0.01	80
detectivemodels81	160	1764	1989	1920	0.890625	4000	0.001	81
detectivemodels82	160	1764	1989	1916	0.89375	3600	0.01	82
detectivemodels83	160	1760	1989	1920	0.871875	1600	0.01	83
detectivemodels84	160	1761	1989	1919	0.884375	3600	0.001	84
detectivemodels85	160	1760	1989	1919	0.884375	2000	0.001	85
detectivemodels86	160	1761	1989	1921	0.9	5800	0.01	86
detectivemodels87	160	1761	1989	1916	0.915625	5800	1	87
detectivemodels88	160	1764	1989	1915	0.9	4400	0.01	88
detectivemodels89	160	1760	1989	1917	0.896875	2600	0.01	89
detectivemodels90	160	1760	1989	1919	0.896875	5200	0.001	90
detectivemodels91	160	1760	1989	1918	0.890625	1800	0.001	91
detectivemodels92	160	1760	1989	1921	0.884375	3600	0.001	92
detectivemodels93	160	1777	1989	1921	0.896875	4000	0.001	93
detectivemodels94	160	1760	1989	1919	0.921875	5600	0.01	94
detectivemodels95	160	1761	1989	1922	0.915625	4200	0.01	95
detectivemodels96	160	1760	1989	1915	0.896875	5800	0.1	96
detectivemodels97	160	1777	1989	1917	0.875	1200	0.01	97
detectivemodels98	160	1761	1989	1921	0.86875	2600	0.001	98
detectivemodels99	160	1760	1989	1920	0.890625	3200	0.001	99
