volid,dateused,pubdate,birthdate,firstpub,gender,nation,allwords,logistic,realclass,trainflag,trainsize,author,title,genretags
uc1.b250129,1864,1864,1814,1864,m,uk,67608,0.576214884774,1,1,326,"Le Fanu, Joseph Sheridan,",Uncle Silas,sensation | pbgothic | teamred | stew
uc2.ark+=13960=t6251m863,1871,1871,1838,1871,m,uk,80104,0.446804887859,0,1,328,"Farjeon, B. L.",Joshua Marvel,teamblack | random
nnc1.cu01664417,1900,1917,1869,1900,m,us,57029,0.401832340436,0,1,329,"Tarkington, Booth,",Monsieur Beaucaire,teamblack | random
mdp.39015004880715,1841,1908,1812,1841,m,uk,316105,0.498744986848,1,1,325,"Dickens, Charles,",The old curiosity shop,stew | teamblack | pbgothic
uiuo.ark+=13960=t9h41nx14,1786,1816,1760,1786,m,uk,43527,0.658598387542,1,1,329,"Beckford, William,",Vathek,stew | teamblack | pbgothic
4497,1920,1920,1874,1920,m,us,133220,0.369401355506,0,1,329,"Stringer, Arthur,",The prairie omnibus,chirandom | teamred
nyp.33433075843544,1892,1892,1833,1892,m,fr,62230,0.362062492545,0,1,328,"Theuriet, André,",A young man of the period,random | teamred
nyp.33433082251855,1919,1919,1857,1919,f,us,97188,0.354762251239,0,1,329,"Atherton, Gertrude Frankl",Transplanted;,random | teamred
inu.30000011752437,1910,1910,1862,1910,f,us,113531,0.4911211305,1,1,329,"Wharton, Edith,",Tales of men and ghosts,pbgothic | teamred
dul1.ark+=13960=t3vt2js1t,1786,1786,0,1786,f,uk,96376,0.353488263421,0,1,328,"Bennett, Anna Maria,","Anna; or, Memoirs of a Welch Heiress",random | teamred
nyp.33433074857248,1905,1909,1879,1905,m,uk,83742,0.370995911799,0,1,329,"Gibbon, Perceval,",Salvator,teamblack | random
uc2.ark+=13960=t1pg1k81k,1919,1919,1862,1919,m,uk,35290,0.540253930665,1,1,329,"James, M. R.",A thin ghost and others,pbgothic | teamred
uc1.b3325448,1890,1906,1856,1890,f,uk,56558,0.626973365377,1,1,329,"Lee, Vernon,",Hauntings,stew | pbgothic | teamred
21511,1978,1978,1943,1978,m,us,77426,0.617417365971,1,1,329,"Daniels, Les,",The black castle,stew | teamred | chihorror
nyp.33433076060874,1865,1865,1801,1865,m,us,209463,0.422328258977,0,1,329,"Murdoch, David.",The Royalist's daughter a,random | teamred
20380,1959,1959,0,1959,f,us,185134,0.351073496231,0,1,329,"Kirkland, Elithe Hamilton",Love is a wild assault,teamblack | chirandom
21043,1972,1972,1943,1972,m,us,118057,0.693920076711,0,1,329,"Millhauser, Steven,",Edwin Mullhouse,chirandom | teamred
mdp.39015000541717,1885,1885,1839,1885,m,uk,35288,0.520056840281,0,1,329,"Pater, Walter,",Marius the Epicurean,random | teamred
uc1.32106001980371,1905,1911,1878,1905,m,uk,15559,0.521091122376,1,1,329,"Dunsany, Edward John More",The gods of Pegāna,stew | teamblack | pbgothic
21330,1976,1976,1929,1976,m,us,84809,0.295842355269,0,1,329,"Jenkins, Dan,",Limo,chirandom | teamred
njp.32101066479765,1791,1791,1742,1791,m,uk,69886,0.295468859702,0,1,329,"Combe, William,",The devil upon two sticks,teamblack | random
mdp.39015059642994,1886,1903,1850,1886,m,uk,29852,0.639010230092,1,1,329,"Stevenson, Robert Louis,",Strange case of Dr. Jekyl,stew | anatscifi | pbgothic | teamred
uiuo.ark+=13960=t48p6974b,1868,1868,1813,1868,m,uk,54053,0.457648508015,0,1,329,"Capes, J. M.",The mosaic-worker's daugh,teamblack | random
uc1.b3578934,1891,1891,1842,1891,m,us,64696,0.605529773804,1,1,326,"Bierce, Ambrose,",Tales of soldiers and civ,stew | teamblack | pbgothic
mdp.39015012876820,1890,1890,0,1890,,,43837,0.640584512007,1,1,328,AnonymousGhost2,Modern ghosts,stew | locghost | teamblack
20866,1970,1970,1926,1970,m,us,59925,0.424147832733,0,1,329,"Anderson, Poul,",Tau zero,teamblack | chiscifi | chirandom
mdp.39015059372105,1823,1823,1794,1823,m,uk,75245,0.496986952262,0,1,329,"Lockhart, J. G.",Reginald Dalton,teamblack | random
nnc1.0040976025,1888,1888,0,1888,,,56396,0.70746436336,1,1,325,AnonymousGhost,Weird tid-bits,locghost | teamblack
uc1.32106010644463,1846,1846,1814,1846,m,uk,518086,0.453296114911,1,1,327,"Reynolds, George W. M.",The mysteries of London,stew | pbgothic | teamred
nnc1.1002365251,1841,1841,1800,1841,f,uk,77684,0.487963245939,0,1,329,"Sinclair, Catherine,",Modern flirtations,teamblack | random
10435,1934,1934,1906,1934,m,us,84301,0.592110142203,0,1,329,"Dickson, Carter,",The Plague court murders,chirandom | teamred | chimyst
21900,1981,1981,1945,1981,m,us,98509,0.647303491101,1,1,328,"Strieber, Whitley",The hunger,stew | teamblack | pbgothic
mdp.39015062658789,1881,1881,1844,1881,f,us,93231,0.423022095255,0,1,329,"Sidney, Margaret,",Five little Peppers and h,teamblack | random
umn.31951002096159c,1838,1838,1779,1838,f,uk,68721,0.405610409392,0,1,329,"Trollope, Frances Milton,",A romance of Vienna,teamblack | random
nyp.33433068179716,1906,1906,0,1906,f,,39521,0.667112350046,1,1,329,"Buckingham, Emma May.",Modern ghost stories,stew | locghost | teamred
20791,1968,1968,1938,1968,f,us,87875,0.45404642167,1,1,329,"Oates, Joyce Carol,",Expensive people,pbgothic | teamred | chihorror
LovecraftCharlesDexter1927,1927,1927,1890,1927,m,us,51246,0.757222327107,1,1,329,"Lovecraft, H. P.",The Case of Charles Dexter Ward,teamblack | pbgothic
uc2.ark+=13960=t9f47kt3k,1847,1847,1818,1847,m,uk,60466,0.415412470184,0,1,329,"Froude, James Anthony,",Shadows of the clouds,teamblack | random
4698,1922,1922,1880,1922,m,us,113527,0.17147107887,0,1,329,"Kyne, Peter B.",Cappy Ricks retires,chirandom | teamred
dul1.ark+=13960=t3dz14r97,1807,1807,0,1807,f,uk,44292,0.443884961229,0,1,328,"Bayfield, E. G.,",A winter in Bath,random | teamred
uiuo.ark+=13960=t09w1328x,1813,1813,0,1813,f,uk,45337,0.434886693374,0,1,329,"Parker, Emma.",Aretas,teamblack | random
nyp.33433074955091,1790,1792,1764,1790,f,uk,38119,0.84093372772,1,1,323,"Radcliffe, Ann Ward,",A Sicilian romance,stew | pbgothic | teamred
uva.x000674483,1888,1888,1851,1888,f,uk,97711,0.48451220535,0,1,329,"Ward, Humphry,",Robert Elsmere,teamblack | random
23200,1989,1989,1952,1989,m,us,197199,0.584752613856,1,1,329,"Somtow, S. P,",Moon dance,stew | teamblack | chihorror
njp.32101075374379,1844,1845,1814,1844,m,uk,518644,0.45414954608,1,1,327,"Reynolds, George W. M.",The mysteries of London,stew | pbgothic | teamred
21335,1976,1976,1908,1976,m,us,97613,0.360775268118,0,1,329,"L'Amour, Louis,",To the Far Blue Mountains,teamblack | chirandom
uc2.ark+=13960=t7tm74c51,1904,1904,1870,1904,m,us,73947,0.356945858099,0,1,329,"Orcutt, William Dana,",Robert Cavelier,random | teamred
nyp.33433076047608,1921,1921,1870,1921,f,us,102870,0.359440034953,0,1,329,"Rice, Alice Caldwell Hega",Quin,random | teamred
20480,1962,1962,1920,1962,m,us,63879,0.682580099289,1,1,329,"Bradbury, Ray,",Something wicked this way,teamblack | chiscifi | chihorror
BlochPsycho1959,1959,1959,1917,1959,m,us,46481,0.506701472178,1,1,329,"Bloch, Robert,",Psycho,teamblack | pbgothic
21470,1977,1977,1942,1977,m,us,105363,0.584949335535,1,1,329,"Saul, John,",Suffer the children,teamred | chihorror
20152,1954,1954,1926,1954,m,us,48931,0.70719034439,1,1,329,"Matheson, Richard,",I am legend,chiscifi | pbgothic | teamred | chihorror
21494,1978,1978,1939,1978,m,us,117110,0.417758795711,0,1,329,"Bayer, William,",Tangier,teamblack | chirandom
njp.32101007059791,1843,1843,1799,1843,m,uk,69228,0.423234965898,0,1,327,"James, G. P. R.",Forest days;,teamblack | random
mdp.39015078572263,1780,1788,1746,1780,m,ge,62920,0.396521467601,0,1,329,"Campe, Joachim Heinrich,",The new Robinson Crusoe;,teamblack | random
21578,1978,1978,1945,1978,m,us,77267,0.509968040429,1,1,328,"Strieber, Whitley",The wolfen,pbgothic | teamred
21035,1972,1972,1929,1972,m,us,33124,0.375039877324,1,1,328,"Levin, Ira,",The Stepford wives,teamblack | chiscifi | chihorror
20936,1971,1971,1928,1971,m,us,100348,0.626618859932,1,1,329,"Blatty, William Peter",The exorcist,teamblack | pbgothic
nyp.33433074874300,1796,1796,1775,1796,m,uk,47421,0.535625679318,1,1,328,"Lewis, M. G.",The monk,teamblack | pbgothic
20750,1967,1967,1895,1967,m,us,65457,0.430895743427,0,1,329,"McNichols, Charles Longstreth,",Crazy weather,chirandom | teamred
Derleth1948,1948,1948,1909,1948,m,us,7060,0.520059339142,1,1,329,"Derleth, August,",Two stories by Derleth,chiscifi | pbgothic | teamred
uc1.$b522186,1806,1806,1746,1806,f,fr,44787,0.171373261316,0,1,329,"Genlis, Stéphanie Félicité,",Madame de Maintenon,random | teamred
mdp.39015003931113,1799,1832,1756,1799,m,uk,211283,0.464432411957,1,1,328,"Godwin, William,",St. Leon: a tale of the s,pbgothic | teamred
uc2.ark+=13960=t1dj5cf2j,1886,1920,1853,1886,m,fr,60294,0.467463933509,0,1,329,"Lemaître, Jules,",Serenus and other stories,random | teamred
23075,1989,1989,0,1989,f,us,85176,0.48281811843,0,1,329,"Dunlap, Susan,",Pious deception,stew | chirandom | teamred | chimyst
10403,1933,1933,1900,1933,m,us,95147,0.494678188848,1,1,329,"Endore, S. Guy,",The werewolf of Paris,stew | chihorror | teamblack | chifantasy
uc2.ark+=13960=t8df6mw4h,1850,1850,1809,1850,m,us,130449,0.520454615388,0,1,328,"Arthur, T. S.",Tales of domestic life,teamblack | random
njp.32101013566920,1892,1898,1842,1892,m,us,77650,0.597990730121,1,1,326,"Bierce, Ambrose,",In the midst of life;,stew | teamblack | pbgothic
uc2.ark+=13960=t5db7zr5v,1879,1879,1839,1879,m,us,53824,0.26625839646,0,1,329,"Adams, Robert Chamblet,","On board the ""Rocket""",teamblack | random
nnc1.0037104152,1795,1798,1732,1795,m,uk,76058,0.365688820863,0,1,329,"Cumberland, Richard,",Henry,random | teamred
mdp.39015063949229,1894,1894,1862,1894,m,uk,126135,0.392511565391,0,1,329,"Scott, Hugh Stowell,",With edged tools;,teamblack | random
mdp.39015066083661,1890,1890,0,1890,,,42842,0.642302556684,1,1,328,AnonymousGhost2,Modern ghosts;,locghost | teamblack
nyp.33433074955109,1790,1792,1764,1790,f,uk,41813,0.784683466042,1,1,323,"Radcliffe, Ann Ward,",A Sicilian romance,stew | pbgothic | teamred
21845,1981,1981,1940,1981,m,us,104377,0.503522166287,1,1,329,"Harris, Thomas",Red dragon,teamred | pbgothic | chimyst
uc1.b249543,1898,1898,1831,1898,f,uk,83269,0.407667902144,0,1,329,"Barr, Amelia Edith Huddle",The lost silver of Briffa,teamblack | random
mdp.39015062473205,1922,1922,1893,1922,m,us,62921,0.439148044897,0,1,329,"Marquand, John P.",The unspeakable gentleman,random | teamred
11809,1946,1946,1905,1946,m,uk,118397,0.332048574884,0,1,329,"Koestler, Arthur,",Thieves in the night,teamblack | chirandom
mdp.39015002313487,1837,1915,1804,1837,m,us,124899,0.701136743927,1,1,326,"Hawthorne, Nathaniel,",Twice-told tales,teamblack | pbgothic
10270,1927,1927,1865,1927,f,us,109671,0.427720097427,0,1,329,"Hill, Grace Livingston,",Job's niece,teamblack | chirandom
21905,1981,1981,1947,1981,m,us,51220,0.312035796393,0,1,329,"Vardeman, Robert E,",The Klingon gambit,stew | chiscifi | chirandom | teamred
wu.89069113231,1898,1898,1862,1898,m,us,42080,0.499654588415,1,1,329,"Bangs, John Kendrick,",Ghosts I have met and som,stew | locghost | teamred
mdp.39015023189999,1800,1801,1756,1800,f,uk,67364,0.370258884593,0,1,329,"Hamilton, Elizabeth,",Memoirs of modern philosophers,random | teamred
uc2.ark+=13960=t70v8bj6k,1922,1922,0,1922,m,,71982,0.649998806257,1,1,324,"French, Joseph Lewis,",Masterpieces of mystery,locghost | teamblack | locdetmyst
nyp.33433074951611,1803,1803,1780,1803,f,uk,65999,0.69710611766,1,1,325,"Cuthbertson, Catherine.",Romance of the Pyrenees,teamblack | stangothic
JacksonHillHouse1959,1959,1959,1916,1959,f,us,64563,0.6051673931,1,1,329,"Jackson, Shirley,",The Haunting of Hill House,stew | teamblack | pbgothic
uiuo.ark+=13960=t3vt1zh5r,1847,1847,1797,1847,m,uk,38693,0.405453816541,0,1,329,"Cobbold, Richard,",Zenon,random | teamred
nyp.33433074920608,1858,1858,1835,1858,m,uk,51603,0.42553050136,0,1,329,"Austin, Alfred,",Five years of it,random | teamred
21501,1978,1978,1945,1978,m,us,43607,0.353737066823,0,1,329,"Brown, Wesley,",Tragic magic,chirandom | teamred
mdp.39015004200997,1818,1891,1797,1818,f,uk,84301,0.67762760067,1,1,329,"Shelley, Mary Wollstonecr",Frankenstein,stew | stangothic | teamred | femscifi
nyp.33433074919402,1840,1858,1805,1840,m,uk,226240,0.54529063446,1,1,327,"Ainsworth, William Harris",The Tower of London,stew | pbgothic | teamred
mdp.39015039369650,1785,1804,1750,1785,f,uk,61209,0.651461253646,1,1,329,"Lee, Sophia,",The recess;,stew | teamblack | pbgothic
nyp.33433075761720,1888,1888,1838,1888,m,uk,58823,0.479564448965,0,1,328,"Farjeon, B. L.",Miser Farebrother,teamblack | random
nyp.33433076072051,1922,1922,1888,1922,m,us,68969,0.435503731988,0,1,329,"Jewell, Edward Alden,",The moth decides,teamblack | random
nyp.33433082485636,1918,1918,1885,1918,m,us,32414,0.530167095278,0,1,329,"Hunt, Edward Eyre,",Tales from a famished lan,random | teamred
ucm.5324200594,1821,1838,1771,1821,m,uk,217473,0.430115532902,0,1,329,"Scott, Walter,",Kenilworth,random | teamred
uc2.ark+=13960=t1mg7hw3f,1833,1880,1803,1833,m,uk,140001,0.434760482512,1,1,326,"Lytton, Edward Bulwer Lyt",Godolphin,teamblack | pbgothic
mdp.39015063559390,1882,1883,1828,1882,f,uk,31226,0.498544332285,1,1,329,"Oliphant,",A little pilgrim in the u,stew | pbgothic | teamred
10380,1932,1932,1897,1932,m,us,152041,0.509793049457,1,1,329,"Faulkner, William",Light in August,teamblack | pbgothic
uc1.b4104961,1888,1899,1865,1888,m,uk,54652,0.417710885022,1,1,327,"Kipling, Rudyard,",The phantom rickshaw,pbgothic | teamred
21851,1981,1981,1934,1981,m,us,63052,0.439330167752,0,1,329,"Jones, Robert F.",Slade's glacier,chirandom | teamred
mdp.39015063950102,1794,1806,1764,1794,f,uk,92942,0.698820341063,1,1,323,"Radcliffe, Ann Ward,",The mysteries of Udolpho,pbgothic | teamred
nyp.33433074926712,1920,1920,1867,1920,m,uk,101654,0.433795772408,0,1,329,"Benson, E. F.","""Queen Lucia""",random | teamred
uc2.ark+=13960=t4wh2p202,1834,1834,0,1834,m,us,78338,0.369627800373,0,1,328,"White, James,",Some passages in the life of Sir Frizzle Pumpkin,teamblack | random
mdp.39015013429249,1919,1923,1879,1919,m,us,112138,0.391124635617,1,1,329,"Cabell, James Branch,",Jurgen,pbgothic | teamred
22783,1987,1987,1943,1987,f,us,154100,0.531256194695,0,1,329,"Spencer, LaVyrle,",The gamble,chirandom | teamred
hvd.hn6nee,1780,1798,1711,1780,f,fr,51834,0.394451232314,0,1,329,"Leprince de Beaumont,",Letters of Madame Du Montier,teamblack | random
uiuo.ark+=13960=t9474zg09,1883,1883,1829,1883,m,uk,67641,0.267922351183,0,1,329,"Oliphant, Laurence,",Altiora Peto,random | teamred
uc2.ark+=13960=t6154fk9b,1853,1853,1803,1853,m,uk,123445,0.364463954644,0,1,326,"Lytton, Edward Bulwer Lyt","""My novel,""",random | teamred
mdp.39076002657265,1913,1913,0,1913,f,,60339,0.418073502232,1,1,329,"Aldridge, Janet.",The Meadow-Brook girls un,locghost | teamred
njp.32101051650776,1794,1828,1764,1794,f,uk,115464,0.640191169906,1,1,323,"Radcliffe, Ann Ward,",The mysteries of Udolpho,stew | teamblack | pbgothic
10377,1932,1932,1896,1932,m,us,152503,0.314413125927,0,1,329,"Dos Passos, John,",1919,chirandom | teamred
DinesenGothicTales1934,1934,1934,1885,1934,f,da,73222,0.418658286568,1,1,329,"Dinesen, Isak,",Seven Gothic Tales,stew | teamblack | pbgothic
uc2.ark+=13960=t23b5ww6x,1922,1922,0,1922,m,,65363,0.66888226187,1,1,324,"French, Joseph Lewis,",Masterpieces of mystery,locghost | teamblack | locdetmyst
PeakeTitusGroan1946,1946,1946,1911,1946,m,uk,184483,0.710766504438,1,1,329,"Peake, Mervyn,",Titus Groan,stew | teamblack | pbgothic
uva.x000676502,1899,1899,1846,1899,m,us,82929,0.262756618276,0,1,329,"Thornton, Marcellus Eugen","My ""budie"" and I",random | teamred
nyp.33433081585105,1832,1840,1783,1832,m,us,160205,0.517248053199,1,1,328,"Irving, Washington,",Tales of the Alhambra,teamblack | pbgothic
22897,1988,1988,1951,1988,f,us,103451,0.698672321887,1,1,329,"Hambly, Barbara",Those who hunt the night,stew | teamblack | pbgothic | chifantasy
22193,1984,1984,1948,1984,m,us,79174,0.546893445654,1,1,329,"Gibson, William",Neuromancer,stew | chiscifi | pbgothic | teamred
uiuo.ark+=13960=t7pn9mm7s,1858,1858,1807,1858,f,uk,45621,0.359350343339,0,1,329,"Manning, Anne,",The ladies of Bever Hollo,teamblack | random
nyp.33433074863691,1832,1832,1799,1832,m,uk,109552,0.482767923487,0,1,327,"James, G. P. R.",Henry Masterton;,random | teamred
22708,1987,1987,1947,1987,m,us,113804,0.585497233608,1,1,327,"King, Stephen,",Misery,pbgothic | teamred | chihorror
mdp.39015063931474,1794,1794,1740,1794,f,uk,48572,0.333640999372,0,1,329,"Gunning,",Memoirs of Mary,teamblack | random
njp.32101038161780,1816,1816,1749,1816,f,uk,79624,0.403149399186,0,1,329,"Lewis, Alethea,",Rhoda,teamblack | random
uiuo.ark+=13960=t6zw24n6x,1818,1818,1775,1818,f,uk,48941,0.442495263306,1,1,325,"Austen, Jane,",Northanger Abbey,lochorror | teamred
dul1.ark+=13960=t6834qb4k,1788,1788,1763,1788,m,uk,9979,0.428248487727,0,1,329,"Berkeley, George Monck,",Heloise: or The siege of ,random | teamred
mdp.39015021040004,1820,1892,1782,1820,m,uk,89218,0.693510463793,1,1,327,"Maturin, Charles Robert,",Melmoth the wanderer,stew | teamblack | pbgothic
nyp.33433022846707,1850,1850,1812,1850,m,us,121578,0.502340564192,0,1,329,"Myers, P. Hamilton",The King of the Hurons,teamblack | random
hvd.hwjtfk,1824,1832,1789,1824,m,us,59469,0.456760467975,0,1,329,"Cooper, James Fenimore,",The pilot;,teamblack | random
inu.39000005852087,1914,1914,0,1914,m,,47149,0.767953326064,1,1,329,"Seymour, St. John D.",True Irish ghost stories,locghost | teamred
uiuo.ark+=13960=t18k7vt5k,1807,1807,0,1807,m,uk,34794,0.667859141004,1,1,329,"Mortimer, Edward,",The friar Hildargo,stangothic | teamred
uc2.ark+=13960=t4bn9zk9h,1887,1888,1847,1887,m,us,152738,0.408940311929,0,1,329,"Fawcett, Edgar,",Olivia Delaplaine,random | teamred
uc1.b3324210,1853,1853,1812,1853,m,us,137973,0.591021167993,0,1,329,"Irving, John Treat,",The attorney,teamblack | random
mdp.39015021039980,1821,1892,1782,1821,m,uk,95790,0.699803270572,1,1,327,"Maturin, Charles Robert,",Melmoth the wanderer,stew | pbgothic | teamred
uiuo.ark+=13960=t2s475w45,1851,1851,1801,1851,m,uk,84159,0.470919001854,0,1,329,"MacCabe, William Bernard,",Bertha,random | teamred
JamesTurnOfScrew1898,1898,1898,1843,1898,m,us,42814,0.586279688191,1,1,329,"James, Henry,",The Turn of the Screw,pbgothic | teamred
21519,1978,1978,1952,1978,m,us,55533,0.60664255112,1,1,329,"Estleman, Loren D,",Sherlock Holmes vs. Dracu,teamred | chimyst | chihorror
uc1.b4103074,1904,1904,0,1904,m,uk,173307,0.58166089477,1,1,329,"Baring-Gould, S.",A book of ghosts,stew | locghost | teamred
21488,1978,1978,1927,1978,m,us,106156,0.543222954524,0,1,329,"Adler, Warren,",The Casanova embrace,teamblack | chirandom
uc1.b3575696,1826,1826,1764,1826,f,uk,67089,0.661918267731,1,1,323,"Radcliffe, Ann Ward,",Gaston de Blondeville,teamblack | pbgothic
11061,1938,1938,1907,1938,f,uk,154595,0.529074309268,1,1,329,"Du Maurier, Daphne,",Rebecca,stew | pbgothic | teamred
nyp.33433074918784,1790,1790,0,1790,m,uk,24712,0.429535308807,0,1,328,"White, James,",The adventures of John of,teamblack | random
nyp.33433074874748,1796,1796,1775,1796,m,uk,63096,0.764442886125,1,1,328,"Lewis, M. G.",The monk,stew | teamblack | pbgothic
inu.30000060903741,1849,1880,1805,1849,m,uk,285013,0.534390537089,1,1,327,"Ainsworth, William Harris",The Lancashire witches,teamblack | pbgothic
uc2.ark+=13960=t5t728t8q,1796,1796,1752,1796,f,uk,88922,0.387326687911,0,1,329,"Burney, Fanny,","Camilla: or, A picture of",teamblack | random
uc1.b3578339,1911,1911,1854,1911,m,us,79006,0.653361801986,1,1,329,"Crawford, F. Marion",Wandering ghosts,stew | pbgothic | teamred
mdp.39076002621501,1905,1905,1812,1905,m,uk,35893,0.553879455841,1,1,325,"Dickens, Charles,",A Christmas carol in pros,locghost | teamred
mdp.39076006220961,1847,1907,1816,1847,f,uk,118026,0.556841001487,1,1,327,"Brontë, Charlotte,",Jane Eyre,pbgothic | teamred
njp.32101076806486,1898,1898,0,1898,m,,32507,0.589542248125,1,1,329,"Le Braz, Anatole,",Dealings with the dead;,locghost | teamblack
21417,1977,1977,1947,1977,m,us,167808,0.714246941654,0,1,329,"Donaldson, Stephen R,",The power that preserves,stew | teamblack | chiscifi | chirandom | chifantasy
uiuo.ark+=13960=t1rf6b61z,1820,1820,1769,1820,f,uk,72914,0.471152345098,0,1,327,"Opie, Amelia Alderson,",Tales of the heart,teamblack | random
20772,1968,1968,1936,1968,m,us,45133,0.654924061122,1,1,329,"Chappell, Fred,",Dagon,teamred | chihorror
mdp.39015033367668,1791,1791,1729,1791,f,uk,50017,0.224118759397,1,1,328,"Reeve, Clara,",The school for widows,teamblack | stangothic
uc1.b3578940,1906,1915,1869,1906,m,uk,76625,0.746969747118,1,1,329,"Blackwood, Algernon,",The empty house,stew | teamblack | pbgothic
uc2.ark+=13960=t7hq42c97,1844,1844,1812,1844,m,uk,421755,0.406946158499,0,1,325,"Dickens, Charles,",Martin Chuzzlewit,teamblack | random
uc2.ark+=13960=t5v69m62h,1911,1911,1870,1911,m,nz,50429,0.440305031625,0,1,329,"Cowan, James,",The adventures of Kimble ,random | teamred
uc2.ark+=13960=t0js9hc64,1887,1887,1883,1887,f,us,90502,0.399431571387,0,1,329,"Clarke, Rebecca Sophia,",Drones' honey,teamblack | random
njp.32101068177094,1801,1803,1774,1801,m,uk,47746,0.363538968538,0,1,328,"Du Bois, Edward,",Old Nick;,random | teamred
20481,1962,1962,1914,1962,m,us,59134,0.689377694519,0,1,329,"Burroughs, William S.",The ticket that exploded,teamblack | chirandom
21734,1980,1980,1927,1980,m,us,97176,0.28761230038,0,1,329,"Herzog, Arthur,",Aries rising,chirandom | teamred
nnc1.0040976017,1888,1888,0,1888,,,71270,0.649048818676,1,1,325,AnonymousGhost,Weird tid-bits,stew | locghost | teamblack
uc2.ark+=13960=t93776z9n,1922,1922,0,1922,m,,74066,0.650359525415,1,1,324,"French, Joseph Lewis,",Masterpieces of mystery,stew | locghost | teamblack | locdetmyst
21579,1978,1978,1943,1978,m,us,80972,0.379791695655,0,1,329,"Swift, Edward,",Splendora,chirandom | teamred
uc2.ark+=13960=t9668pw05,1894,1894,1833,1894,m,fr,27876,0.504702426829,0,1,328,"Theuriet, André,",The Abbé Daniel,teamblack | random
inu.30000007708815,1868,1868,1824,1868,m,uk,232311,0.413156677075,1,1,326,"Collins, Wilkie,",The moonstone,det100 | pbgothic | teamred
nyp.33433074931118,1847,1848,1818,1847,f,uk,141786,0.530465556608,1,1,329,"Brontë, Emily,",Wuthering Heights,stew | pbgothic | teamred
11575,1938,1938,1906,1938,f,nz,99907,0.510344427197,0,1,329,"Hyde, Robin,",The godwits fly,chirandom | teamred
mdp.39015006997806,1846,1846,1815,1846,f,uk,88795,0.441723958494,0,1,329,"Sewell, Elizabeth Missing",Gertrude,random | teamred
nyp.33433074863782,1848,1859,1824,1848,f,uk,96172,0.448856652197,0,1,329,"Kavanagh, Julia,",Madeleine,teamblack | random
nyp.33433074915970,1809,1809,1745,1809,f,uk,81390,0.22356175187,0,1,329,"More, Hannah,",Cœlebs in search of a wife,random | teamred
coo.31924013525971,1908,1908,1855,1908,m,uk,84622,0.331926305315,0,1,329,"Moore, Frank Frankfort,",An amateur adventuress,random | teamred
21631,1979,1979,1947,1979,m,us,151731,0.412186921513,1,1,327,"King, Stephen,",The dead zone,stew | teamblack | chiscifi | chihorror
