word,docfreq
on,944
no,944
a,944
he,944
part,944
moment,944
long,944
if,944
in,944
is,944
be,944
one,944
i,944
you,944
most,944
at,944
but,944
put,944
time,944
so,944
make,943
from,943
take,943
hand,943
were,943
or,943
of,943
us,943
up,943
have,943
under,943
day,943
many,943
much,943
night,943
own,943
then,943
out,943
again,943
do,943
his,943
him,943
into,943
their,943
they,943
them,943
between,943
left,943
as,943
me,943
another,943
right,943
all,943
nothing,943
little,943
had,943
said,943
two,943
such,943
even,943
for,943
about,943
it,943
next,943
once,943
other,943
her,943
by,943
well,943
when,943
can,943
before,943
after,943
which,943
too,943
been,943
think,943
would,943
to,943
could,943
down,943
like,943
being,943
eyes,943
might,943
last,943
any,943
never,943
now,943
not,943
who,943
are,943
where,943
good,943
an,943
was,943
way,943
the,943
came,943
without,943
made,943
felt,943
that,943
than,943
and,943
back,943
will,943
thought,943
mind,943
every,943
gave,943
what,943
how,943
man,943
found,943
only,943
with,943
this,943
there,943
more,943
see,943
we,943
place,943
did,943
hope,943
face,943
himself,942
took,942
say,942
same,942
go,942
my,942
far,942
has,942
some,942
through,942
each,942
great,942
over,942
against,942
give,942
while,942
she,942
still,942
end,942
must,942
should,942
old,942
life,942
done,942
call,942
soon,942
here,942
turn,942
why,942
alone,942
few,942
just,942
three,942
seen,942
those,942
these,942
come,942
may,942
its,942
very,942
together,941
feel,941
leave,941
rather,941
let,941
our,941
ever,941
know,941
both,941
gone,941
called,941
off,941
always,941
door,941
yet,941
men,941
since,941
knew,941
lost,941
given,940
days,940
better,940
near,940
half,940
tell,940
known,940
heard,940
name,940
your,940
looked,940
making,940
told,940
taken,940
looking,940
because,940
look,940
words,940
head,940
something,940
brought,940
years,939
saw,939
open,939
morning,939
went,939
having,939
turned,939
anything,939
away,939
others,939
hour,939
light,939
rest,939
hands,939
small,939
kind,939
am,939
seemed,939
full,939
home,939
first,939
followed,939
new,938
whole,938
work,938
enough,938
best,938
believe,938
going,938
stood,937
young,937
short,937
world,937
answer,937
hours,937
room,937
use,937
times,937
passed,937
kept,937
sight,937
hear,937
voice,937
care,937
point,937
everything,936
almost,936
began,936
bring,936
deep,936
course,936
reason,936
less,936
true,936
people,936
keep,936
high,936
taking,936
things,935
already,935
means,935
sat,935
lay,935
though,935
wish,935
ready,935
hold,935
opened,935
thing,935
meet,935
air,935
above,934
speak,934
matter,934
able,934
sent,934
possible,934
either,934
mean,934
word,934
fell,934
least,934
met,934
longer,934
sound,934
past,933
feet,933
asked,933
late,933
held,933
remember,933
eye,932
large,932
used,932
within,932
suddenly,932
change,932
became,932
want,932
sure,932
second,932
yes,932
spoke,932
doing,932
themselves,931
behind,931
question,931
order,931
leaving,931
friend,931
easy,931
get,931
along,931
arms,931
close,931
different,931
also,931
need,930
itself,930
heart,930
ask,930
read,930
myself,930
coming,930
does,929
show,929
carried,929
neither,929
death,929
truth,929
perhaps,929
nor,929
quite,929
whom,928
fear,928
white,928
black,928
forward,928
thinking,928
dead,928
house,928
beyond,927
reached,927
become,927
whether,927
body,927
silence,927
strong,927
woman,927
stopped,927
saying,927
attention,927
sometimes,927
arm,927
dark,927
none,926
led,926
help,926
four,926
certain,926
clear,926
during,926
walked,926
cold,926
answered,926
doubt,926
really,925
friends,925
year,925
walk,925
sleep,925
live,925
bad,925
seem,925
free,925
early,925
started,924
idea,924
story,924
foot,924
water,924
caught,924
understand,924
person,924
follow,924
stand,924
set,924
low,923
ran,923
present,923
often,923
table,923
age,922
got,922
knows,922
whose,922
hard,922
find,922
bed,922
poor,922
side,922
talk,921
evening,921
ten,921
waiting,921
strange,921
fall,921
turning,921
sitting,921
cut,921
real,921
pass,920
run,920
break,920
moved,920
appeared,920
across,920
yourself,920
feeling,920
forget,920
whatever,919
step,919
stay,919
trouble,919
upon,918
meant,918
try,918
happened,918
suppose,918
return,918
broken,918
following,918
fact,918
oh,917
lived,917
giving,917
ground,917
business,917
heavy,917
wonder,917
living,917
returned,917
wrong,916
love,916
smile,916
sudden,916
instead,916
seems,916
closed,916
watch,915
died,915
several,915
certainly,914
drew,914
raised,914
minutes,914
quiet,914
rose,914
except,913
herself,913
surprise,913
glad,913
round,913
ago,912
wait,912
usual,912
interest,912
sense,912
changed,912
broke,912
expected,912
mine,912
seeing,912
else,911
save,911
father,911
wanted,910
added,910
standing,910
distance,910
watched,910
view,909
window,909
tried,909
covered,909
laid,909
pay,909
carry,908
chance,908
waited,908
send,908
comes,908
mouth,908
however,908
lips,908
number,908
showed,907
hair,907
line,907
shall,906
stop,906
five,906
twenty,906
touch,906
listen,906
steps,906
case,906
state,905
red,905
unless,905
six,905
move,905
simple,904
girl,904
hundred,904
learned,904
slowly,904
fine,904
country,904
fast,904
struck,904
speaking,904
continued,904
afraid,903
act,903
notice,903
company,903
form,903
please,903
lose,903
single,902
beautiful,902
makes,902
entered,902
force,902
happy,902
around,901
probably,901
safe,901
arrived,901
sit,901
among,901
blood,900
power,899
below,899
easily,899
threw,899
secret,899
expect,899
forgotten,898
lives,898
manner,898
fair,898
fire,898
play,898
further,897
cause,897
silent,897
looks,897
dropped,897
shut,897
worth,897
boy,896
talking,896
women,896
week,896
today,896
thousand,896
account,895
knowledge,895
reach,895
breath,895
tomorrow,895
lie,895
direction,895
opening,895
corner,895
sort,895
human,895
immediately,895
wild,895
die,895
listened,895
beginning,894
necessary,894
fallen,894
front,894
knowing,894
surprised,894
lead,894
deal,894
until,894
party,893
third,893
bright,893
nearly,893
child,893
hung,893
indeed,893
remained,893
filled,892
quickly,892
pleasure,892
worse,891
effect,891
mother,890
passing,890
natural,890
floor,890
ears,890
wide,890
shook,890
alive,889
holding,889
getting,889
says,889
impossible,889
earth,889
touched,889
pointed,889
spent,889
minute,888
family,888
general,888
wife,888
conversation,888
smiled,888
quick,888
besides,887
months,887
expression,887
length,887
presence,886
remembered,886
nature,886
fresh,886
figure,886
exactly,886
paid,886
self,885
service,885
places,885
purpose,885
watching,885
seat,885
pretty,884
thoughts,884
thank,884
sorry,884
born,884
discovered,884
god,883
yours,883
memory,883
later,883
laughed,883
believed,883
carefully,883
grew,883
wind,883
keeping,882
questions,882
offered,882
top,882
colour,882
aside,882
money,882
spot,882
blue,882
drawn,881
subject,881
wished,881
finished,881
calling,881
children,881
warm,881
perfect,880
serious,880
piece,880
trying,880
neck,880
running,879
paper,879
wall,879
chair,879
ear,879
thrown,878
strength,878
happen,877
twice,877
glass,877
hearing,877
beside,877
picture,877
walking,877
shoulder,877
catch,877
decided,877
meeting,876
trust,876
tall,876
ways,876
placed,876
telling,875
laugh,875
tone,874
repeated,874
future,874
charge,874
throw,874
putting,874
dressed,874
learn,873
explained,873
lying,873
forced,873
opposite,873
supposed,873
interested,873
goes,873
glance,872
start,872
complete,872
important,871
listening,871
explain,871
wore,871
scene,871
surely,871
bear,871
reading,871
soft,870
plain,870
pressed,870
pleased,870
news,870
promise,869
escape,869
fixed,869
green,869
ought,869
grey,869
hot,869
dear,868
bit,868
prepared,867
offer,867
empty,867
fellow,867
lot,867
pale,867
talked,867
common,867
difficult,867
slow,866
outside,866
visit,866
considered,866
book,866
played,866
danger,866
moving,865
received,865
middle,865
cross,865
understood,865
drop,865
clothes,864
lady,864
tired,863
private,863
narrow,863
tears,863
effort,863
bent,862
fit,862
thin,862
plan,862
hoped,862
son,861
perfectly,861
seven,861
road,861
knees,861
shoulders,861
position,860
particular,860
weeks,860
experience,860
quietly,860
note,860
allowed,860
law,859
action,859
walls,859
appear,859
duty,858
rising,858
lower,858
appearance,858
forth,858
otherwise,858
falling,858
sun,857
finding,857
faces,857
sign,857
settled,857
bound,857
land,857
thick,857
merely,857
begin,856
situation,856
prove,856
cry,855
promised,855
spoken,855
noticed,855
cried,854
spread,854
worked,854
cannot,854
likely,853
rich,853
town,853
soul,852
loud,852
noise,852
ill,852
imagine,852
darkness,852
agreed,852
carrying,852
admit,852
terrible,851
attempt,851
intended,851
twelve,851
street,850
heads,850
ones,850
search,850
object,850
faint,850
burst,849
public,849
crossed,849
failed,849
lines,849
personal,849
peace,849
doors,849
sick,849
stone,847
blow,847
eight,847
loved,847
cast,847
beat,847
ordered,847
